取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,スワップポイント,取引数量,建玉数量
2016-08-02,102.425,102.37,102.85,100.67,100.875,100.875,-1.55,20,"57,435","444,258"
2016-08-03,100.875,100.9,101.58,100.735,101.265,101.265,0.39,67,"35,444","444,959"
2016-08-04,101.265,101.25,101.68,100.855,101.235,101.235,-0.03,22,"21,143","446,353"
2016-08-05,101.235,101.2,102.075,100.86,101.74,101.74,0.505,29,"46,030","446,825"
2016-08-08,101.74,102.06,102.675,101.9,102.47,102.47,0.73,48,"26,837","442,972"
2016-08-09,102.47,102.42,102.545,101.775,101.895,101.895,-0.575,71,"15,665","444,095"
2016-08-10,101.895,101.875,101.97,100.96,101.28,101.28,-0.615,,"39,304","447,637"
2016-08-11,101.28,101.205,102.055,101.02,101.97,101.95,0.67,25,"24,392","445,984"
2016-08-12,101.95,101.94,102.29,100.82,101.245,101.245,-0.705,27,"36,035","447,008"
2016-08-15,101.245,101.26,101.47,100.855,101.25,101.25,0.005,21,"20,265","445,539"
2016-08-16,101.25,101.295,101.295,99.53,100.295,100.295,-0.955,18,"87,675","458,732"
2016-08-17,100.295,100.25,101.18,100.04,100.27,100.245,-0.05,52,"37,714","454,263"
2016-08-18,100.245,100.27,100.51,99.63,99.865,99.865,-0.38,22,"47,768","458,016"
2016-08-19,99.865,99.965,100.47,99.895,100.16,100.13,0.265,24,"23,759","456,601"
2016-08-22,100.13,100.58,100.95,100.2,100.34,100.32,0.19,21,"29,385","455,544"
2016-08-23,100.32,100.31,100.41,99.93,100.225,100.225,-0.095,21,"27,100","458,460"
2016-08-24,100.225,100.22,100.615,100.09,100.475,100.475,0.25,65,"22,859","457,576"
2016-08-25,100.475,100.455,100.63,100.285,100.53,100.53,0.055,21,"13,541","457,174"
2016-08-26,100.53,100.53,101.955,100.045,101.805,101.825,1.295,21,"76,673","451,555"
2016-08-29,101.825,101.93,102.405,101.825,101.875,101.875,0.05,20,"41,467","452,176"
2016-08-30,101.875,101.925,103.15,101.74,102.955,102.955,1.08,26,"71,335","451,583"
2016-08-31,102.955,103.005,103.55,102.85,103.45,103.45,0.495,83,"46,512","448,050"
2016-09-01,103.45,103.36,104.015,103.05,103.27,103.25,-0.2,,"52,580","445,034"
2016-09-02,103.25,103.245,104.335,102.795,104,104.025,0.775,19,"82,045","441,288"
2016-09-05,104.025,104.05,104.15,103.13,103.455,103.435,-0.59,15,"40,431","448,149"
2016-09-06,103.435,103.41,103.81,101.92,101.985,102.015,-1.42,18,"65,557","454,803"
2016-09-07,102.015,102.085,102.14,101.19,101.745,101.745,-0.27,57,"52,842","456,789"
2016-09-08,101.745,101.715,102.62,101.4,102.465,102.465,0.72,20,"28,705","456,212"
2016-09-09,102.465,102.41,103.07,101.95,102.705,102.705,0.24,21,"37,228","454,506"
2016-09-12,102.705,102.645,102.68,101.55,101.83,101.83,-0.875,18,"42,398","460,810"
2016-09-13,101.83,101.915,102.76,101.42,102.59,102.59,0.76,16,"42,803","450,478"
2016-09-14,102.59,102.54,103.36,102.24,102.405,102.405,-0.185,73,"53,127","450,198"
2016-09-15,102.405,102.395,102.765,101.895,102.125,102.1,-0.305,18,"31,473","452,140"
2016-09-16,102.1,102.105,102.475,101.725,102.31,102.345,0.245,,"29,478","450,158"
2016-09-19,102.345,102.235,102.435,101.57,101.89,101.89,-0.455,56,"26,181","456,764"
2016-09-20,101.89,101.84,102.075,101.525,101.74,101.74,-0.15,89,"33,419","450,032"
2016-09-21,101.74,101.7,102.8,100.29,100.34,100.34,-1.4,,"177,742","466,980"
2016-09-22,100.34,100.445,100.94,100.09,100.745,100.745,0.405,31,"51,321","471,669"
2016-09-23,100.745,100.775,101.255,100.66,101.04,101.04,0.295,29,"37,458","469,763"
2016-09-26,101.04,101.03,101.085,100.235,100.32,100.32,-0.72,32,"48,308","456,990"
2016-09-27,100.32,100.29,101.005,100.075,100.365,100.385,0.065,31,"52,983","454,730"
2016-09-28,100.385,100.44,100.83,100.25,100.71,100.69,0.305,411,"24,721","452,018"
2016-09-29,100.69,100.74,101.845,100.69,101.055,101.055,0.365,39,"89,900","449,628"
2016-09-30,101.055,101.11,101.77,100.735,101.425,101.405,0.35,34,"45,575","448,855"
2016-10-03,101.405,101.44,101.67,101.2,101.665,101.645,0.24,33,"18,250","448,412"
2016-10-04,101.645,101.615,102.98,101.595,102.91,102.91,1.265,22,"103,739","443,293"
2016-10-05,102.91,102.905,103.68,102.66,103.515,103.515,0.605,81,"70,252","441,187"
2016-10-06,103.515,103.545,104.18,103.335,103.975,103.975,0.46,24,"75,742","443,401"
2016-10-07,103.975,103.985,104.025,102.85,102.98,102.96,-1.015,,"70,631","450,106"
2016-10-10,102.96,103.17,103.8,102.8,103.63,103.63,0.67,26,"44,710","453,828"
2016-10-11,103.63,103.665,104.085,103.165,103.48,103.48,-0.15,37,"42,988","462,254"
2016-10-12,103.48,103.575,104.5,103.275,104.21,104.19,0.71,83,"92,921","468,120"
2016-10-13,104.19,104.285,104.65,103.325,103.685,103.685,-0.505,32,"63,068","457,096"
2016-10-14,103.685,103.69,104.49,103.595,104.215,104.215,0.53,39,"49,519","472,654"
2016-10-17,104.215,104.25,104.375,103.775,103.87,103.895,-0.32,32,"33,859","465,597"
2016-10-18,103.895,103.88,104.215,103.67,103.895,103.865,-0.03,32,"28,185","459,443"
2016-10-19,103.865,103.84,103.965,103.15,103.45,103.45,-0.415,72,"52,558","450,448"
2016-10-20,103.45,103.41,104.1,103.33,103.95,103.95,0.5,30,"41,254","447,301"
2016-10-21,103.95,103.985,104.22,103.51,103.8,103.83,-0.12,25,"56,879","446,598"
2016-10-24,103.83,103.915,104.33,103.725,104.19,104.19,0.36,27,"36,609","456,476"
2016-10-25,104.19,104.245,104.885,104.1,104.255,104.255,0.065,26,"73,055","494,508"
2016-10-26,104.255,104.24,104.625,104.01,104.495,104.495,0.24,64,"59,872","490,147"
2016-10-27,104.495,104.505,105.365,104.295,105.3,105.3,0.805,37,"63,223","521,095"
2016-10-28,105.3,105.23,105.545,104.455,104.725,104.725,-0.575,37,"47,420","520,634"
2016-10-31,104.725,104.645,105.23,104.51,104.83,104.83,0.105,74,"38,690","511,924"
2016-11-01,104.83,104.78,105.13,103.79,104.135,104.135,-0.695,92,"54,573","498,025"
2016-11-02,104.135,104.055,104.18,103.03,103.3,103.3,-0.835,,"50,110","486,865"
2016-11-03,103.3,103.36,103.45,102.545,102.985,102.985,-0.315,33,"47,987","473,506"
2016-11-04,102.985,102.975,103.365,102.83,103,102.98,-0.005,36,"24,305","474,988"
2016-11-07,102.98,103.855,104.65,103.695,104.55,104.55,1.57,31,"79,534","443,853"
2016-11-08,104.55,104.515,105.205,104.285,105.125,105.125,0.575,134,"48,281","447,476"
2016-11-09,105.125,105.135,105.905,101.18,105.71,105.71,0.585,,"376,430","501,980"
2016-11-10,105.71,105.6,106.965,104.945,106.805,106.85,1.14,30,"181,701","565,326"
2016-11-11,106.85,106.75,106.945,106.04,106.73,106.73,-0.12,33,"78,529","537,271"
2016-11-14,106.73,106.885,108.56,106.725,108.435,108.435,1.705,30,"105,823","543,490"
2016-11-15,108.435,108.305,109.35,107.76,109.225,109.205,0.77,30,"78,754","547,374"
2016-11-16,109.205,109.01,109.77,108.795,109.07,109.07,-0.135,79,"65,082","552,853"
2016-11-17,109.07,108.905,110.19,108.545,110.13,110.13,1.06,27,"71,381","561,426"
2016-11-18,110.13,110.25,110.935,109.785,110.8,110.825,0.695,99,"92,908","549,871"
2016-11-21,110.825,110.97,111.35,110.44,110.81,110.81,-0.015,,"58,718","548,875"
2016-11-22,110.81,110.735,111.365,110.265,111.14,111.14,0.33,,"53,265","552,068"
2016-11-23,111.14,111.14,112.985,110.85,112.57,112.55,1.41,106,"69,711","549,940"
2016-11-24,112.55,112.51,113.545,112.4,113.375,113.375,0.825,35,"64,352","548,909"
2016-11-25,113.375,113.34,113.91,112.54,113.035,113.035,-0.34,40,"73,845","547,822"
2016-11-28,113.035,112.955,113,111.345,111.91,111.89,-1.145,59,"84,052","549,303"
2016-11-29,111.89,111.86,113.355,111.61,112.4,112.4,0.51,50,"68,637","555,107"
2016-11-30,112.4,112.52,114.55,112.05,114.51,114.51,2.11,104,"85,203","558,799"
2016-12-01,114.51,114.365,114.84,113.835,114.105,114.105,-0.405,34,"74,515","554,397"
2016-12-02,114.105,114.18,114.22,113.335,113.565,113.565,-0.54,32,"76,422","554,313"
2016-12-05,113.565,112.97,114.785,112.845,113.895,113.895,0.33,31,"90,943","555,498"
2016-12-06,113.895,113.835,114.2,113.49,114.03,114.03,0.135,31,"65,624","557,075"
2016-12-07,114.03,114.03,114.4,113.4,113.775,113.775,-0.255,78,"67,078","553,796"
2016-12-08,113.775,113.68,114.37,113.115,114.01,114.01,0.235,26,"65,167","552,248"
2016-12-09,114.01,114.11,115.38,114,115.265,115.235,1.225,29,"93,243","559,697"
2016-12-12,115.235,115.415,116.14,114.845,115.06,115.06,-0.175,34,"118,552","559,031"
2016-12-13,115.06,114.85,115.495,114.77,115.18,115.18,0.12,34,"43,745","555,830"
2016-12-14,115.18,115.26,117.405,114.76,117.045,117.045,1.865,98,"132,583","560,749"
2016-12-15,117.045,117.21,118.68,117.09,118.24,118.24,1.195,39,"193,850","557,229"
2016-12-16,118.24,118.245,118.435,117.47,117.905,117.905,-0.335,40,"98,379","548,779"
2016-12-19,117.905,117.975,117.985,116.5,117.13,117.13,-0.775,42,"108,210","550,289"
2016-12-20,117.13,117.105,118.26,116.975,117.82,117.845,0.715,218,"93,728","548,049"
2016-12-21,117.845,117.86,118.08,117.1,117.57,117.57,-0.275,,"56,094","546,086"
2016-12-22,117.57,117.485,117.885,117.26,117.57,117.57,,,"30,472","544,851"
2016-12-23,117.57,117.525,117.62,117.165,117.37,117.37,-0.2,198,"16,901","543,413"
2016-12-26,117.37,117.225,117.39,116.99,117.135,117.115,-0.255,115,"19,573","542,262"
2016-12-27,117.115,117.15,117.63,117.085,117.455,117.435,0.32,158,"23,730","543,407"
2016-12-28,117.435,117.425,117.825,117.06,117.235,117.215,-0.22,"1,237","36,175","542,083"
2016-12-29,117.215,117.035,117.17,116.22,116.575,116.575,-0.64,156,"65,281","545,541"
2016-12-30,116.575,116.555,117.21,116.03,116.86,116.89,0.315,,"51,760","544,263"
2017-01-03,116.89,117.395,118.615,117.195,117.785,117.785,0.895,81,"72,931","542,635"
2017-01-04,117.785,117.68,118.2,117.04,117.28,117.28,-0.505,172,"54,333","538,490"
2017-01-05,117.28,117.285,117.445,115.21,115.355,115.355,-1.925,47,"150,369","540,568"
2017-01-06,115.355,115.45,117.185,115.05,117.03,117.01,1.655,,"77,678","543,436"
2017-01-09,117.01,117.075,117.545,115.955,116.08,116.08,-0.93,47,"63,496","542,691"
2017-01-10,116.08,115.88,116.36,115.19,115.745,115.745,-0.335,33,"75,524","535,875"
2017-01-11,115.745,115.845,116.88,114.23,115.4,115.4,-0.345,108,"120,523","534,331"
2017-01-12,115.4,115.45,115.45,113.74,114.785,114.785,-0.615,,"97,092","539,256"
2017-01-13,114.785,114.7,115.46,114.13,114.595,114.595,-0.19,35,"76,201","537,607"
2017-01-16,114.595,114.465,114.5,113.615,114.175,114.205,-0.39,32,"45,681","537,345"
2017-01-17,114.205,114.135,114.3,112.62,112.62,112.62,-1.585,29,"103,131","535,353"
2017-01-18,112.62,112.745,114.775,112.635,114.665,114.665,2.045,88,"61,102","539,392"
2017-01-19,114.665,114.595,115.635,114.39,114.825,114.855,0.19,29,"75,986","542,518"
2017-01-20,114.855,115.085,115.4,114.2,114.515,114.49,-0.365,31,"59,105","542,491"
2017-01-23,114.49,114.39,114.44,112.69,112.755,112.755,-1.735,30,"92,877","539,173"
2017-01-24,112.755,112.63,113.905,112.52,113.795,113.795,1.04,29,"75,476","544,492"
2017-01-25,113.795,113.885,114.005,113.045,113.295,113.275,-0.52,69,"53,729","546,986"
2017-01-26,113.275,113.35,114.875,113.045,114.615,114.595,1.32,27,"60,238","552,824"
2017-01-27,114.595,114.55,115.395,114.38,115.11,115.14,0.545,43,"60,265","555,686"
2017-01-30,115.14,114.9,114.965,113.45,113.8,113.8,-1.34,26,"60,119","552,022"
2017-01-31,113.8,113.74,113.975,112.07,112.86,112.86,-0.94,28,"94,447","539,721"
2017-02-01,112.86,112.74,113.965,112.635,113.185,113.21,0.35,80,"60,821","543,705"
2017-02-02,113.21,113.265,113.38,112.04,112.775,112.805,-0.405,29,"87,436","537,781"
2017-02-03,112.805,112.865,113.55,112.3,112.68,112.68,-0.125,33,"71,892","537,607"
2017-02-06,112.68,112.545,112.77,111.61,111.72,111.72,-0.96,32,"66,925","533,939"
2017-02-07,111.72,111.82,112.59,111.575,112.405,112.405,0.685,32,"59,768","544,907"
2017-02-08,112.405,112.315,112.555,111.62,111.965,111.965,-0.44,76,"42,418","542,007"
2017-02-09,111.965,111.85,113.365,111.81,113.215,113.215,1.25,30,"61,293","547,668"
2017-02-10,113.215,113.32,113.865,112.84,113.345,113.345,0.13,34,"63,794","548,556"
2017-02-13,113.345,113.575,114.175,113.45,113.765,113.765,0.42,33,"47,198","549,087"
2017-02-14,113.765,113.765,114.51,113.24,114.265,114.265,0.5,34,"47,914","549,653"
2017-02-15,114.265,114.28,114.97,113.855,114.19,114.19,-0.075,121,"58,686","549,305"
2017-02-16,114.19,114.235,114.335,113.08,113.24,113.24,-0.95,,"49,442","544,412"
2017-02-17,113.24,113.29,113.51,112.605,112.915,112.915,-0.325,33,"44,293","541,858"
2017-02-20,112.915,112.91,113.255,112.8,113.08,113.125,0.21,30,"22,807","541,656"
2017-02-21,113.125,113.11,113.79,113.11,113.705,113.705,0.58,32,"38,945","549,491"
2017-02-22,113.705,113.68,113.74,112.9,113.315,113.315,-0.39,90,"34,233","545,848"
2017-02-23,113.315,113.34,113.465,112.545,112.685,112.685,-0.63,31,"46,202","541,734"
2017-02-24,112.685,112.735,112.96,111.92,112.1,112.1,-0.585,37,"70,589","533,973"
2017-02-27,112.1,112.205,112.85,111.905,112.75,112.73,0.63,28,"36,889","535,586"
2017-02-28,112.73,112.69,112.9,111.675,112.755,112.755,0.025,30,"52,544","534,675"
2017-03-01,112.755,112.875,114.065,112.75,113.735,113.735,0.98,71,"88,717","542,187"
2017-03-02,113.735,113.745,114.6,113.71,114.405,114.405,0.67,26,"59,719","544,870"
2017-03-03,114.405,114.4,114.76,113.89,113.92,113.92,-0.485,25,"40,304","544,404"
2017-03-06,113.92,114.06,114.15,113.545,113.885,113.885,-0.035,25,"30,326","543,958"
2017-03-07,113.885,113.955,114.17,113.72,113.97,113.97,0.085,25,"18,454","544,571"
2017-03-08,113.97,114.01,114.75,113.6,114.38,114.38,0.41,64,"35,127","547,108"
2017-03-09,114.38,114.46,115.015,114.35,114.925,114.925,0.545,29,"36,788","548,760"
2017-03-10,114.925,115.085,115.52,114.64,114.745,114.745,-0.18,29,"59,056","548,963"
2017-03-13,114.745,114.755,114.935,114.49,114.86,114.86,0.115,29,"23,144","547,952"
2017-03-14,114.86,114.86,115.205,114.52,114.79,114.765,-0.095,37,"32,516","547,772"
2017-03-15,114.765,114.765,114.9,113.17,113.455,113.455,-1.31,135,"70,123","546,025"
2017-03-16,113.455,113.485,113.565,112.89,113.29,113.29,-0.165,36,"55,890","541,256"
2017-03-17,113.29,113.31,113.505,112.55,112.64,112.68,-0.61,,"39,372","538,796"
2017-03-20,112.68,112.66,112.91,112.45,112.56,112.56,-0.12,35,"32,540","539,158"
2017-03-21,112.56,112.51,112.88,111.53,111.75,111.75,-0.81,26,"68,893","539,327"
2017-03-22,111.75,111.79,111.81,110.72,111.125,111.125,-0.625,72,"67,440","549,776"
2017-03-23,111.125,111.275,111.59,110.615,110.93,110.93,-0.195,21,"46,838","552,534"
2017-03-24,110.93,110.955,111.5,110.61,111.19,111.19,0.26,27,"42,597","547,240"
2017-03-27,111.19,110.8,110.9,110.095,110.65,110.65,-0.54,27,"53,183","554,396"
2017-03-28,110.65,110.615,111.215,110.19,111.2,111.2,0.55,27,"28,830","553,818"
2017-03-29,111.2,111.08,111.33,110.7,111,111.03,-0.17,161,"30,743","548,720"
2017-03-30,111.03,111.005,111.94,110.945,111.94,111.94,0.91,31,"38,265","543,073"
2017-03-31,111.94,111.87,112.21,111.235,111.33,111.33,-0.61,30,"38,728","540,311"
2017-04-03,111.33,111.48,111.605,110.84,110.875,110.875,-0.455,30,"30,842","540,770"
2017-04-04,110.875,110.895,110.905,110.26,110.745,110.745,-0.13,30,"38,502","545,885"
2017-04-05,110.745,110.725,111.475,110.535,110.695,110.695,-0.05,95,"36,290","542,936"
2017-04-06,110.695,110.53,111.13,110.28,110.78,110.78,0.085,34,"28,931","541,537"
2017-04-07,110.78,110.885,111.38,110.08,111.195,111.195,0.415,38,"57,615","541,025"
2017-04-10,111.195,111.185,111.6,110.795,110.905,110.905,-0.29,37,"30,819","541,904"
2017-04-11,110.905,110.875,110.9,109.595,109.595,109.595,-1.31,34,"68,612","564,051"
2017-04-12,109.595,109.585,109.88,108.99,109.02,109.02,-0.575,100,"62,315","567,188"
2017-04-13,109.02,108.945,109.41,108.71,109.11,109.09,0.07,34,"55,056","569,831"
2017-04-14,109.09,109.15,109.235,108.54,108.575,108.575,-0.515,31,"24,651","570,422"
2017-04-17,108.575,108.775,109.07,108.12,108.885,108.885,0.31,39,"42,869","571,585"
2017-04-18,108.885,109.025,109.235,108.31,108.45,108.45,-0.435,36,"31,779","571,882"
2017-04-19,108.45,108.455,109.19,108.37,108.87,108.87,0.42,106,"25,703","568,577"
2017-04-20,108.87,108.85,109.505,108.72,109.325,109.325,0.455,34,"26,335","567,195"
2017-04-21,109.325,109.305,109.44,108.875,109.1,109.1,-0.225,38,"18,711","565,997"
2017-04-24,109.1,110.24,110.36,109.65,109.77,109.77,0.67,34,"31,304","563,298"
2017-04-25,109.77,109.765,111.2,109.6,111.15,111.15,1.38,31,"41,929","560,072"
2017-04-26,111.15,111.095,111.785,110.86,111,111,-0.15,99,"63,199","556,324"
2017-04-27,111,111.1,111.61,111.045,111.26,111.26,0.26,37,"22,306","557,247"
2017-04-28,111.26,111.24,111.72,111.055,111.49,111.435,0.175,258,"22,425","557,927"
2017-05-01,111.435,111.345,111.93,111.2,111.84,111.84,0.405,48,"29,524","559,209"
2017-05-02,111.84,111.82,112.32,111.77,111.98,111.98,0.14,,"37,037","555,701"
2017-05-03,111.98,112.025,112.785,111.955,112.785,112.765,0.785,,"18,427","556,588"
2017-05-04,112.765,112.67,113.06,112.3,112.47,112.45,-0.315,,"29,523","556,715"
2017-05-05,112.45,112.565,112.8,112.075,112.465,112.465,0.015,43,"28,323","557,408"
2017-05-08,112.465,112.835,113.31,112.385,113.22,113.22,0.755,38,"32,187","557,345"
2017-05-09,113.22,113.295,114.335,113.12,114,114,0.78,39,"46,251","557,436"
2017-05-10,114,114.045,114.375,113.625,114.27,114.27,0.27,116,"32,626","557,966"
2017-05-11,114.27,114.3,114.38,113.44,113.88,113.88,-0.39,42,"32,590","556,799"
2017-05-12,113.88,113.835,113.97,113.185,113.275,113.3,-0.58,44,"30,387","556,361"
2017-05-15,113.3,113.26,113.86,113.195,113.78,113.78,0.48,41,"19,405","557,123"
2017-05-16,113.78,113.59,113.78,112.93,113.095,113.095,-0.685,40,"27,112","555,724"
2017-05-17,113.095,113.1,113.12,110.85,110.885,110.885,-2.21,119,"73,391","552,387"
2017-05-18,110.885,110.655,111.75,110.23,111.53,111.53,0.645,40,"74,041","547,251"
2017-05-19,111.53,111.6,111.715,111.035,111.18,111.18,-0.35,39,"25,173","546,464"
2017-05-22,111.18,111.245,111.615,110.925,111.305,111.305,0.125,37,"24,646","546,316"
2017-05-23,111.305,111.315,111.87,110.85,111.77,111.77,0.465,38,"24,953","548,137"
2017-05-24,111.77,111.82,112.13,111.465,111.525,111.505,-0.265,147,"24,750","547,567"
2017-05-25,111.505,111.58,111.96,111.5,111.83,111.83,0.325,,"14,803","547,715"
2017-05-26,111.83,111.82,111.86,110.87,111.27,111.27,-0.56,40,"28,915","547,183"
2017-05-29,111.27,111.29,111.48,111.16,111.285,111.265,-0.005,40,"8,658","547,759"
2017-05-30,111.265,111.325,111.325,110.65,110.805,110.805,-0.46,40,"30,551","545,464"
2017-05-31,110.805,110.84,111.23,110.48,110.75,110.75,-0.055,113,"22,427","544,125"
2017-06-01,110.75,110.815,111.515,110.7,111.36,111.36,0.61,35,"20,524","545,487"
2017-06-02,111.36,111.35,111.715,110.32,110.41,110.41,-0.95,34,"58,076","540,877"
2017-06-05,110.41,110.45,110.75,110.3,110.45,110.475,0.065,34,"23,252","540,722"
2017-06-06,110.475,110.52,110.52,109.215,109.43,109.43,-1.045,29,"57,706","540,226"
2017-06-07,109.43,109.43,109.9,109.1,109.825,109.825,0.395,93,"36,133","538,441"
2017-06-08,109.825,109.775,110.4,109.39,110.025,110.005,0.18,32,"40,788","536,911"
2017-06-09,110.005,109.885,110.83,109.8,110.245,110.225,0.22,35,"29,666","537,127"
2017-06-12,110.225,110.375,110.455,109.62,109.935,109.935,-0.29,35,"22,431","536,269"
2017-06-13,109.935,109.92,110.285,109.815,110.095,110.095,0.16,40,"14,291","537,280"
2017-06-14,110.095,110.1,110.355,108.78,109.555,109.555,-0.54,122,"54,073","539,653"
2017-06-15,109.555,109.645,110.99,109.265,110.93,110.93,1.375,43,"57,556","548,430"
2017-06-16,110.93,110.89,111.43,110.64,110.85,110.85,-0.08,44,"60,851","565,228"
2017-06-19,110.85,110.88,111.615,110.775,111.535,111.535,0.685,45,"31,684","569,362"
2017-06-20,111.535,111.59,111.8,111.3,111.49,111.47,-0.065,43,"28,015","569,521"
2017-06-21,111.47,111.47,111.75,111.055,111.395,111.375,-0.095,123,"23,198","571,374"
2017-06-22,111.375,111.42,111.455,110.94,111.33,111.33,-0.045,44,"23,268","571,196"
2017-06-23,111.33,111.27,111.45,111.145,111.25,111.25,-0.08,47,"13,309","570,277"
2017-06-26,111.25,111.23,111.95,111.19,111.88,111.88,0.63,47,"24,183","571,673"
2017-06-27,111.88,111.865,112.48,111.45,112.35,112.35,0.47,45,"45,410","577,355"
2017-06-28,112.35,112.3,112.43,111.82,112.35,112.325,-0.025,215,"38,912","575,375"
2017-06-29,112.325,112.3,112.94,111.8,112.175,112.175,-0.15,100,"40,470","575,226"
2017-06-30,112.175,112.14,112.605,111.715,112.475,112.475,0.3,,"26,238","576,510"
2017-07-03,112.475,112.31,113.485,112.195,113.375,113.375,0.9,52,"46,086","580,368"
2017-07-04,113.375,113.4,113.425,112.73,113.3,113.3,-0.075,49,"29,986","579,803"
2017-07-05,113.3,113.32,113.7,112.825,113.27,113.27,-0.03,150,"51,343","579,605"
2017-07-06,113.27,113.215,113.48,112.89,113.235,113.21,-0.06,55,"27,073","578,980"
2017-07-07,113.21,113.155,114.195,113.095,113.905,113.905,0.695,56,"60,220","581,960"
2017-07-10,113.905,114.015,114.31,113.895,114.05,114.05,0.145,57,"35,528","581,275"
2017-07-11,114.05,114.085,114.51,113.715,113.97,113.95,-0.1,56,"38,426","579,618"
2017-07-12,113.95,113.965,113.98,112.92,113.205,113.18,-0.77,191,"43,001","575,203"
2017-07-13,113.18,113.195,113.54,112.85,113.26,113.26,0.08,48,"27,578","575,767"
2017-07-14,113.26,113.31,113.58,112.255,112.52,112.52,-0.74,,"56,349","572,282"
2017-07-17,112.52,112.52,112.87,112.325,112.6,112.63,0.11,53,"18,843","571,452"
2017-07-18,112.63,112.655,112.665,111.68,112.065,112.065,-0.565,57,"42,884","568,332"
2017-07-19,112.065,112.015,112.25,111.55,111.885,111.885,-0.18,145,"29,258","568,092"
2017-07-20,111.885,111.87,112.43,111.48,111.855,111.855,-0.03,48,"44,586","567,129"
2017-07-21,111.855,111.835,112.085,111,111.09,111.09,-0.765,45,"38,601","564,770"
2017-07-24,111.09,111.165,111.305,110.61,111.1,111.1,0.01,45,"38,993","561,946"
2017-07-25,111.1,111.2,111.975,110.82,111.95,111.925,0.825,44,"36,917","571,447"
2017-07-26,111.925,111.89,112.22,111.055,111.165,111.145,-0.78,145,"28,357","572,857"
2017-07-27,111.145,111.115,111.72,110.77,111.275,111.275,0.13,51,"48,885","563,415"
2017-07-28,111.275,111.3,111.345,110.535,110.565,110.565,-0.71,48,"38,924","555,982"
2017-07-31,110.565,110.655,110.775,110.2,110.24,110.24,-0.325,47,"24,148","555,418"
2017-08-01,110.24,110.265,110.6,109.9,110.395,110.395,0.155,48,"37,920","551,579"
2017-08-02,110.395,110.35,111,110.28,110.73,110.75,0.355,134,"26,669","552,173"
2017-08-03,110.75,110.705,110.84,109.85,110.015,110.015,-0.735,45,"26,248","547,031"
2017-08-04,110.015,109.98,111.06,109.83,110.69,110.69,0.675,50,"40,754","556,114"
2017-08-07,110.69,110.78,110.935,110.645,110.76,110.74,0.05,49,"11,625","557,380"
2017-08-08,110.74,110.765,110.84,110.24,110.365,110.365,-0.375,174,"16,672","555,201"
2017-08-09,110.365,110.35,110.35,109.545,110.045,110.045,-0.32,51,"44,514","548,318"
2017-08-10,110.045,109.935,110.185,109.145,109.23,109.23,-0.815,,"41,408","543,044"
2017-08-11,109.23,109.16,109.415,108.71,109.06,109.06,-0.17,55,"40,174","538,071"
2017-08-14,109.06,109.205,109.81,109.1,109.68,109.68,0.62,54,"28,585","542,421"
2017-08-15,109.68,109.63,110.86,109.595,110.695,110.695,1.015,54,"63,913","549,357"
2017-08-16,110.695,110.605,110.96,110.02,110.21,110.19,-0.505,147,"33,931","545,209"
2017-08-17,110.19,110.1,110.39,109.43,109.575,109.575,-0.615,47,"42,758","542,300"
2017-08-18,109.575,109.46,109.615,108.59,109.18,109.18,-0.395,50,"49,301","539,537"
2017-08-21,109.18,109.3,109.43,108.625,108.985,108.985,-0.195,47,"27,524","538,889"
2017-08-22,108.985,108.94,109.655,108.89,109.575,109.575,0.59,46,"25,748","541,834"
2017-08-23,109.575,109.6,109.835,108.915,109.05,109.05,-0.525,136,"27,731","538,316"
2017-08-24,109.05,108.985,109.62,108.84,109.535,109.535,0.485,47,"22,147","538,347"
2017-08-25,109.535,109.565,109.855,109.1,109.295,109.295,-0.24,48,"28,071","538,070"
2017-08-28,109.295,109.275,109.425,109.025,109.235,109.255,-0.04,47,"19,144","537,373"
2017-08-29,109.255,108.805,109.915,108.25,109.65,109.65,0.395,51,"85,980","527,419"
2017-08-30,109.65,109.615,110.455,109.535,110.295,110.295,0.645,181,"55,941","540,910"
2017-08-31,110.295,110.26,110.68,109.87,109.99,109.97,-0.325,,"39,240","546,907"
2017-09-01,109.97,109.92,110.53,109.55,110.28,110.255,0.285,47,"32,395","548,240"
2017-09-04,110.255,109.865,109.945,109.37,109.675,109.675,-0.58,44,"34,655","546,008"
2017-09-05,109.675,109.7,109.85,108.63,108.8,108.8,-0.875,43,"43,816","541,500"
2017-09-06,108.8,108.785,109.41,108.435,109.23,109.2,0.4,129,"46,149","538,589"
2017-09-07,109.2,109.24,109.28,108.05,108.48,108.48,-0.72,46,"54,833","531,743"
2017-09-08,108.48,108.425,108.49,107.31,107.75,107.75,-0.73,41,"83,748","539,727"
2017-09-11,107.75,108.39,109.525,108.15,109.385,109.385,1.635,46,"59,101","541,392"
2017-09-12,109.385,109.4,110.27,109.23,110.165,110.165,0.78,46,"55,612","551,105"
2017-09-13,110.165,110.19,110.7,109.895,110.485,110.485,0.32,179,"44,138","557,486"
2017-09-14,110.485,110.475,111.06,110.055,110.29,110.26,-0.225,46,"49,175","565,637"
2017-09-15,110.26,110.235,111.35,109.535,110.82,110.82,0.56,,"58,664","566,209"
2017-09-18,110.82,111.12,111.68,110.99,111.58,111.58,0.76,49,"23,014","566,957"
